review_body,star_rating
Had an awesome time! It’s really cool how everything is done for you in the program so you can literally just go to your classes  eat your meals  do your massages  herbal saunas and everything and it’s all in one neat program. Really cool.,5
I really liked the boxing training that they have there  it’s a lot of fun because it’s the Thai variety so you’re using entire body. It’s called Muay Thai and when I looked into at first it looked and sounded really hardcore like only really fit  really tough guys do it  but that’s what’s so cool about PhuketFit  it’s all normal people who want to try new fitness training and their Thai boxing sessions have always got about 6-8 people and everyone’s laughing and having a really good time!,5
I read about detoxes first in magazines and the idea always peaked my curiosity  so when I was in Thailand last I had been spending some time in Phuket and I saw PhuketFit retreat when I was driving to the beach one day. When I got back I searched them and emailed them about doing a detox. I managed to just get in because there was one place still available and I feel so lucky now because it was really really good! It would have been terrible if I had missed my opportunity because it turned out to be even better than I expected and not only made me feel refreshed and rejuvenated but I also lost some weight which I’d been trying to get rid of for ages! Highly recommended!,5
I went to PhuketFit because after viewing the website and many others in Thailand it was obviously the best value for money  especially as the detox and all the classes and my food and everything was included for one price. After my first few days I knew I had made the right choice because I remember I was on the detox part of the program and I was feeling amazing  the sun was shining  a beautiful blue sky  I had just done a Yoga class and I was walking down to the beach  I got really into the program and loved it! I met so many great people too  everyone coming from different backgrounds  from different walks of life and all united together with similar goals for losing weight  getting fitter and healthy  detoxing and having a really good time. I loved it!,5
I was recommended to come for detoxing and that’s what I originally booked. Then after 3 days of my 10 day cleanse I extended my stay to add a 10 day fitness program after my detox. I only originally booked my bungalow for 10 nights  so when I extended my bungalow was booked and I had to book a hotel outside for the last 10 nights of my stay! So word of warning  they get booked up fast and it can be difficult to extend accommodation. I booked again before I left for this time next year!,5
The place is huge with different sections like their Yoga studio  restaurant servicing great food by the way  the fitness studio  full gym  all kinds of training areas  the resort with all the accommodation and even a full detox retreat as just part of their complex. Very impressed and liked how I moved around starting at the detox retreat for 5 days and then through the resort and I really used all their facilities throughout my stay. The variety and all the different things is what I liked best  I even did cooking classes!,5
Service  trainer standard  food and nutrition all top of the range  very impressed considering I expected it to maybe not be up to a US standard  but actually the trainers all came from abroad (England  New Zealand  Australia  etc) they’ve got top people training you.,5
I came from Singapore to try out the total fitness package that they run at PhuketFit resort. I did it for just 7 days but I now feel fitter  stronger and much more awake and alive.,5
I was impressed that this strong team of people from many different backgrounds. The head trainer was from New Zealand  one of the weight loss coaches France and another nice man was from England.he communication skills of the team were wonderful  the help was gracious and informative  the support and the fact that they are passionate about helping people was an added bonus that made this place well worth the visit. Very nice to see.,5
I like to look as sharp as possible for my work but when I’m busy my diet goes bad I lose all motivation and my body follows. When I finally decided to get up off my butt and do something about it I searched for weight loss retreats thinking I would do one in the states  but it worked out cheaper and actually much better to fly to Phuket and do a weight loss and fitness program there. So that’s why I did  I selected PhuketFit for it’s good reviews and affordable rates and booked myself in. Just got back recently and I feel like a new man  back in work  feeling good  looking sharp  it was really worth it!,5
I enjoyed my stay and will definitely come back  however do have some things so hopefully my next stay will be even better than my first. Sometimes classes started late  6 minutes late on one occasion. Too many staff in the restaurant  sometimes standing around. Maps of area needed in rooms. Overall very good  I’m a tough judge  but some things need tightening up. Definitely the best retreat I’ve found on the island.,3
Coming from the UK  Thailand was a big change for me  and I was so happy when I was met at the airport by their driver he was so nice and he helped me with my bags and before long I was arriving at the camp. I’ve done different boot camps and fitness retreats before  never in Thailand  but back home in England  but this was so much better. Almost all the sessions were open air and it was perfect temperature because it ws warm from the sun but it was also cool from the sea breeze coming in from the beach. I really trained my abs and core a lot and I can see a six pack now  so the results have been great.,5
The FOOD IS AMAZING! I loved the cooking classes too  I took so many notes and have been cooking all my favorite health meals myself now that I’m back! The exercise was challenging at times but I feel so good that I did it  I visibly lost weight in the ten days that I was there and I’m also beginning to do more exercise at home now  as well.,5
Researched many different options for my detox holiday and chose PhuketFit because I wanted to do more of an “active cleanse” instead of sitting around not doing much like I read in reviews about other retreats. PhuketFit is definitely active and definitely the best place for me!,5
I like to write  I like to travel  I like to try new things  so when I heard about PhuketFit and  more specifically  the detox retreat they have going on there  I was like “yeah  why now?”. I packed my bag and headed off into the unknown  I admit I felt a little apprehensive at first  but as soon as I arrived and got checked it  I knew this was the right place for me. Everything was laid out for me  everything made ready in advance  I felt like a bit of a prince to be honest  but it was time I had a little pampering. I spent 7 days on their detox retreat and ever since I’ve been on a natural high like I’ve never experienced before. If you haven’t detoxed before  this is something you should try.,5
Thailand being quite close to Australia is a place I like to travel to on occasion. Having been to Phuket before I had already heard about PhuketFit because they’re big on the island  a lot of guests go there and because they have a good experience they like to chat and rub in people’s faces how much weight they've lost  etc. Anyway  I got to thinking about it myself because I had a couple of kilos to lose  so I booked on to it and thought I’d give it go. I had never done a detox before and didn't think I ever would  but it was part of the program so I thought why not  it turns out I loved it and lost almost all the weight I had to lose in the first few days. I guess it agreed with me or something. After that I was doing all kinds of crazy fitness classes  did some boxing training  what do you know I even tried a Zumba class! Anyway it was a lot of fun and something I’m going to do with my wife in the near future I reckon.,5
I travel all the time in fact I’ve been to Phuket more than 4 times before finally going to Phuket Fit. I had actually been past the resort a number of times and popped my head in to see people doing all kinds of cool things from fitness classes  to detoxes and the food looked so amazing I went online and booked for my own 14 day weight loss retreat; I didn’t have much to lose  but I like to keep myself slim and in good shape. As imagined  the retreat was fantastic  starting with a 5-day-DETOX with the raw food  so delicious!  and then onto the weight loss training classes  health food eating  green smoothies  oil massages  herbal saunas  it was really amazing and I lost twelve pounds  yippee!,5
Me and a friend jumped on the Total Fitness Program for three weeks and loved it  really cool classes  I’m told the most variety in Thailand  we definitely enjoyed all the classes — and the trainers! You guys were great!!,5
The fitness classes I went to all had different ways of moving your body which was great because it exercised me in many different muscle groups and stretched me   I quickly improved my flexibility and many old aches and pains basically vanished. Sometimes when I sit dwn for work too long it can give me pain  but here with the Pilates classes  Yoga  TRX and all the different full-rotation movements and flexibility training I was doing  it really released the pain or something because it’s pretty much all gone. Highly recommended if you have pain  it worked great for me!,5
The weather was very different from back home with a lot of warm sunny days  a little bit of rain at night but not a lot for me. I was here detoxing for 10 days  it felt very good!,5
The staff is super nice and the nurse Aom very competent  nevertheless this place is not recommendable  for the detox programm they apply one single approach for everybody  regardless of one's background or goal - didn't work for me at all. Plus when I complained it took several weeks for them to get back to me with a decent answer actually I am still waiting for an answer now and it has been two months.,2
Quality camp for fitness in Thailand  the equipment at the gym section of the resort was all professional level and I was surprised to see that all the brands were from America  like Concept2 rowers  LifeFitness treadmills and LiveStrong Elliptical machines. The gym was great  but even more impressive were the fitness classes. I’m really into high intensity interval training which is what they do best  they also have TRX which I’m getting into now too  an obstacle course which is awesome fun and Muay Thai as well. The trainers are mostly from the states  UK and Australia  my favorite guy was from New Zealand  David was really great!,5
Heard about it for years  knew loads of people who had already been and loved it  wanted to go for a looooooong time  finally negotiated 3 weeks off  had kick-ass time on a combined Detox and Total Fitness program. This place rocks.,5
I came from Australia with some of my friends to PhuketFit retreat for a detox and weight loss holiday. It’s amazing! I actually didn’t know what I was expecting because it was one of my friends idea because she needed to lose quite a lot of weight and had been trying for many years but never really got anywhere. So we decided we’d all go together to support her and also so we could detox because after doing some research I had read that this retreat is the best place for detox in Thailand which got me excited because I’d always wanted to do a detox but never known where to start. When we arrived we were all professionally picked up and looked after  everyone felt great because we didn’t feel like trying to work out how to get a taxi and directions and all that kind of stuff  it was really nice they came and met us at the airport and whisked us away  such 5 star service. The retreat itself is really spectacular with so many different things to do and try  there were many cleanses and as part of the program everything was included for us which was super. By the end of our 21 days I have never felt better in my entire life. Uplifted  clear minded  open hearted  just amazing. My friend who was the reason we all came in the first place lost twelve and a half kilos which was shocking but absolutely incredible for her. What was even more great is before she left her weight loss coach planned out a full routine for her and nutrition plan for her to continue at home. She still has some weight to lose but it’s almost all gone and she’s so happy for it!,5
DEFINITELY the best place for detox in Thailand! I love how there’s so much to do  too. Like with some places I’ve detoxed before in Phuket and also in other places in the world you’re kinda just stuck there and it can be a little bit boring. But it’s so different at this retreat because you’ve got the oil massages  delicious raw food detox diet and nutrition throughout the day  really fun activities like Yoga  Pilates  variety of different fitness classes  there’s cooking lessons  there’s trips to the beach and surrounding area  there’s herbal sauna’s  there’s liver cleansing  there’s cleaning of the digestive system and tract  and loads more  there’s so many things to do and you simply feel incredible when you’re there. I came with a group from Australia  my friend did a 21 day weight loss retreat and really the weight she lost and the results she got were so inspirational  especially now she’s returned home. So many of our Australian friends are planning time off work to go now too. Thank you to everyone at PhuketFit! I’m sure we’ll be back for another detox at the end of this year  probably January.,5
Was here for a short while in March we came for the Cleanse program but also did a lot of yoga too. The raw food cleansing meals were delicious and we both really enjoyed all the pampering and the massages and saunas  we liked it.,5
I spent just 7 days at the retreat and in that time my body feels younger  stronger and much more physically fit. I had been looking for a fitness retreat in Thailand when I followed a recommendation to go here  I searched the web and saw that this retreat is very well respected with some fantastic results being achieved in very little time. I did a 7 day fitness program which also controlled my diet too which was optimised for my specific body type. There is a lot of science behind how they do things and that’s why I think I  and many others  are getting results so fast. Great place to go!,5
I went with a group of friends  we all came from Australia  to detox and also for me to get in shape too  I think that for people coming with a specific purpose in mind this place is great  like for example if you come for weight loss as your goal they then target everything toward that  or if you want to be in better physical shape  or increase level or fitness  or detox the body  all these things are what they’re setup to do. You get a coach who is assigned to you and they will change and custom fit everything to you. For me it worked great and my friends also got stunning results (one in particular).,5
The Total Fitness Program is incredible; TRX  Muay Thai  HIIT  Kettlercise  Pilates  I even did some Zumba! Really great variety of classes  personalized support and guidance  incredible diet  simply had a fantastic time.,5
I travelled far to join the PhuketFit program  normally I would try to find a place closer to where I lived but every time I’ve done that in the past it just didn’t work very well. I knew I had to get away from my normal environment to a place where all I was doing everyday was focusing on my goals. Also being surrounded by other who had the same goals as me. And it worked out just like I thought  being in the right place  with the right people makes all the difference. Now I feel like me again  the extra weight I’d accumulated over the years is gone and with my new diet I’m eating everyday I’m sure it’s gone for good!,5
I am a science graduate specializing in medical science and am always looking for new ways to keep my body fit and healthy. After researching for many days it quickly became apparent that PhuketFit was the right place for me based on the conversations I had with their health and wellness coaches  information on their website and reviews I read about them. Now  after having been through the entire program  I wanted to first say “thank you!” to everyone at PhuketFit for all your help and support and also say I was highly impressed by your nutritional and physical education  training and practices. Everything is so well researched and up to a very high standard.,5
Started with 7 day Detox Cleanse  then I did a 14 day Total Fitness program  my body is in the best shape I’ve ever seen it. Highly recommended.,5
It was a really fun experience for me with all kinds of new and interesting people. I lost weight  slimmed down  dramatically increased my energy + motivation for life  detoxified my body and turned to a new chapter in my life. Since returning I've felt so fresh and great and everyone’s noticed! Special thanks to Serge  David  Chef and everyone else who helped me feel this great!,5
I almost didn’t come because there was a mix up via email which  I understand  was actually my fault. Nevertheless I did attend and am so very grateful I did because I had what’s probably been the best 2-weeks of my life. It feels like a weight has been lifted from my chest  I feel lighter  like all the emotions  problems and everything I was going through has been released from my body and I feel free. I did the retreat for detox and some weight loss and it was truly a fantastic experience. So glad I came!!,4
I did a detox in Phuket here and after having detoxed in many places in Thailand I found PhuketFit to be the best for these reasons: 1- it’s much more than just a normal detox like I’ve done before in Samui and other places in Phuket  there’s many more cleanses included  a variety of fitness  yoga and pilates classes which I loved  the most delicious raw food I’ve ever eaten and just so much move included in the program. 2- the location is far better than any other retreat I’ve been to in and outside Thailand. 3- The atmosphere around the resort and retreat is upbeat and happy  people are all thrilled to be there and enjoying themselves. The staff are amazing and consultants and coaches are very professional.,5
Thank you to Liam  Serge  Mama  David  Ann  Jenna  Kate  Maiki!,5
My weight loss retreat at Phuket Fit is an experience I will remember for the rest of my life. The people. The staff. The coaches. The classes. The resort. and more importantly: the results. I had been trying to lose weight for many years but my progress had effectively stopped. I had plateaued and I felt like there was nothing I could do. But the weight loss coach at the retreat quickly diagnosed the problems and designed a plan which was personalized to me. When I started on this program everything began to change  slowly at first but after just a short while I could see dramatic changes in the mirror. I was shocked. I had tried and failed so many times but I realize now it’s all about being on that program which is custom fit to you specifically. Mind blowing!,5
Very good place for weight loss in Thailand and the detox at the beginning of the program was EXCELLENT. I traveled a long way (from the other side of the world) to do the program and it was worth all the time and money because I got fantastic results. The location also deems mentioning because not all of Phuket is actually that nice  some of the places north of the island are very built up  while in the south  where Phuket Fit is located  it is stunning. The beaches are some of the best I've ever seen  the surroundings have a natural organic feel to them  it's my paradise. I'll be back again for a fitness program to keep the fat I lost off for good. Thanks to the whole team!,5
Would have liked a few more night activities  but as far as the program  facilities  food  detox  trainers  staff and everything else about the retreat  really 10 out of 10.,4
It was a good time to take care of my body and my mind. It was the first time I detoxed and PhuketFit was definitely the right place for me.,5
Everyday I could see the difference in the bathroom mirror in my bungalow  day by day I was literally shedding fat before my eyes! I kept thinking to myself “I should have done this AGES AGO!” Why did I put myself through misery for so long when all I really needed to do was come to a retreat and have everything done for me. I’d literally spent years trying silly weight loss gimmicks and got nowhere. And then literally in 28 days I transformed my body at Phuket Fit when no one else could help me. I think the reason this works so well is because you get there and you don’t have to think or try to put things together yourself  you get a program coach who designed the entire program for you based on all your information and many more things that they track and measure which means the program is the fastest way for you specifically to lose weight  which is a massive shift from what I had been doing for years just trying to follow more generic plans or just trying to cut calories. And I also think being on Phuket island in such a fabulous location — and I just love Thailand! — especially Phuket  is huge because I was away from everybody and I felt I could finally be free and let the weight go that had been really killing me inside for years  shattering my confidence. Thank you to everyone who helped me shed my fat and get in shape  you know who you are — you’re the best!!,5
Okay so I’ve been to quite a few weight loss centers over the years  and before that I had tried a bunch of different methods and techniques  but nothing really worked for me. Any time I lost any weight  I put it straight back on again. I had literally pretty much given up on trying to lose weight and was at the point where I literally thought I would have belly fat forever. But then quite incidentally a friend of a friend was talking about this place in Thailand  and it really captured my imagination. Enough to go and do some research and see that this place looks legit. So literally just 6 weeks later I’m on a plane and arriving at Phuket airport to be met by a member of their team and shuttled to the retreat. From the start  the very first contact I ever had with them  to now has just been so professional  so results orientated and even if it sounds silly to say  so life changing. I’ve now lost almost all of the fat that plagued me for years and even more importantly I finally feel free and confident in my body. It wasn’t exactly cheap  but it was so so worth it.,4
At first I thought I’d go on a bit of a holiday in Phuket  I’ve been many times before and every time I go I try and be healthy  because hey it’s a healthy feeling place  you see people jogging and the food is pretty healthy. But I was searching around and I stumbled on different retreats and resorts for actual health holidays where they do everything for you and you just follow their plan and I immediately became excited to go! So after research I selected PhuketFit as in Google and around they seemed to be the oldest and most reputable and I signed up for the 4 day Detox program and then onto their 21 day Fitness program. Without going into too much details because I could write a LOT  this is the experience I had: first  this isn’t some loosely put together do-what-you-want kind of gig  this is a proper program which they literally custom fit to you specifically  I’m talking about the works - full out fitness evaluations  lung capacity testing  body fat percentage  water in the body  muscle amount  etc  etc - it’s really detailed. Then they create a program based on your information and are there to support you along the way  the help I got was great! At the end of my program I could see (and feel) the results of this meticulous planning and they delivered the results to me in a way that I could see all my progression. Anyway this is getting a bit long but yeah  I loved it!,5
Coming from my stressful daily live to this retreat was exactly what I needed. It was a really dramatic lifestyle change but with the beautiful environment  delicious food and really hospitable staff  I made a fluid transition and spent 14 lovely days there. I detoxed and then a joined a program with fitness training and health food dieting and really finally gave my body what it needed. I’d like to come here each year for a kind of detox  relaxation holiday before heading back to my manic lifestyle.,5
Very nice experience  very nice people  really well put together operation wise and everyone was so happy and losing weight for the first time. Thank you for helping me.,5
The retreat is just minutes from the beach  the location is really really good. The retreat looks very authentic from the outside  everything about it says Thailand but when you venture inside it’s modern  clean and advanced. The restaurant serves some of the nicest food I’ve ever eaten and in the gym and fitness studio I’ve had some of the best fitness classes I’ve ever attended. There are of course some things which aren’t great like they were doing building work and there were a few sights (like when you go up to the Yoga studio) which just looked messy. But as far as the program  training  diet and the the end results  this place can’t be beaten.,4
Good: highly certified coaches  delicious health food  advanced training facilities  beautiful location  excellent results. Bad: a bit of confusion sometimes at front desk  my single room was basic  I recommend a private bungalow or booking at the luxury resort next to Phuket Fit for accommodation.,4
Very nice stay  thank you  would like to come again  and I understand now about the mix up  it’s not a problem  everything turned out great actually; and I was very surprised when I came home and my family gasped as they witnessed my transformation. Thank you so very much for helping me!,5
Came for weight loss and lost 7.2kg in 16 days and kept it off for over a month and a half now. While there were a few things which weren’t perfect  if it’s weight loss you’re after  this is the place.,4
I like to keep in shape which is why I spent 2 weeks doing only that  just working out  eating a perfect diet  getting adequate sleep and rejuvenating my body with massages and herbal saunas. Their total fitness program turned out to be the perfect program for me and unexpectedly I learned a lot of new information about dieting for my specific body type  as well as tried new HIIT and really advanced trainings. There were a lot of people who were there for weight loss and many were not in great shape  but it was fine because there were beginner classes (which I skipped) and advanced classes which are the ones I went to. Everyone there was really nice and very friendly  a really great atmosphere around the camp.,5
Great food  friendly staff  highly professional fitness trainers and coaches  beautiful location albeit very quiet with few other things to do in the area apart from the beach; accommodation was pretty good  not amazing  fantastic results from my program. Highly recommended.,4
I’m a stay at home mom so I don’t get much of a chance to take a vacation  especially not one which is all for me! I travelled to PhuketFit in Thailand to enroll in the detox program for a full 14 days. The program itself and the location / retreat is awesome  really perfect blend of nature  organic foods  modern techniques  advanced cleansing  super-friendly coaches and team  really a great setup. I would have liked to be able to take more advantage of some of the more intense fitness training sessions that others guests were doing  but because I was detoxing it would have been too hard to keep up  I did all the Yoga and Pilates classes  some TRX sessions and even a bit of Muay Thai  but I really wanted to do the HIIT  but I guess next time maybe I will detox for the first 5 days and then switch to more of a fitness orientated program  many of the other guests I talked to were doing it that way  instead of just detoxing for the full 2 weeks. The detox was amazing though and I definitely needed it  by day 9 my entire body was fully cleaned out for the first time in I don’t know how long  really fascinating experience and very much enjoyed.,4
My time at PhuketFit was unfortunately cut short due to a family emergency  which was a real shame because I had spent 3 lovely weeks at the resort and I was looking forward to my last 7 days. Before I left I already booked a return holiday for another 14 days on the weight loss package because I could see so clearly the difference it was making for me. Almost everyday I would look in the mirror and clearly see the my belly was flatter and all over my body the fat was slowly melting away. Since arriving back home I’ve stuck to a similar program of healthy eating and some exercise but it really isn’t the same as going to a new environment and having everything done for you in one location. Plus  I found it made a dramatic difference to leave my home country and come somewhere completely new because I was away from all the negative influences which contributed to me putting the fat on in the first place! So I highly recommend this resort for losing weight and by listening to the advice and continuing when you return home  I think I can keep the fat off for life!,5
Upon arriving at the retreat I immediately noticed that it was huge  with different departments all specialized to a different part of the program. I was pleasantly led through a process which involved pin pointing my specific starting point so the program could then be adapted and custom fit to me perfectly. This was really impressive because at first I had some worries that because I was out of shape I wouldn’t be able to take advantage of everything that the program had to offer. But this really wasn’t the case. In fact the way it was done completely optimized my experience so I could do everything and make use of it all  in a way that helped me get the fastest weight loss results I could for my specific body type  age  fitness level  and many more factors that were all taken into account. The best part of the journey for me was the Detox in the beginning of my program because within the first 5 days  not only did I lose a lot of weight  I finally got back to feeling like the real me again. For years I’ve let things get on top of me and for years this has caused me strong emotional pain. I felt like life wasn’t worth it all at times and I would often feel depressed. Yet after just a couple of day on the detoxification process I began to feel alive again  I could see new opportunities in my life  I got back my love for life and everybody in it and I’ve felt that same way every day since. It’s had an amazing effect on me and it’s pushed me to try new things and go for what I really want in life again  instead of just waiting and not really do much of anything at all. Others I spoke to had similar experiences to me  while some didn’t have quite as profound experiences  all were happy  upbeat and loving their time on the retreat. For me it’s changed how I think  how I feel  how I act and how I am in my daily life  absolutely priceless.,5
Coming here was the best thing I’ve done in years and it was so unexpected because my boyfriend booked as a surprise and didn’t tell me the details until I suddenly found myself in a health resort in Thailand! I like to keep healthy and do a little exercise but it’s no secret that I had lost some of my shape over the years  my boyfriend too  so while I was definitely surprised I was also completely delighted by his choice and we both dived in and had a really great time. We were there for just 3 weeks and at the end I really wanted to continue for another week and complete a 28 day course  but we had to be getting back so when I got home I completely continued doing the healthy eating and exercise and still now I’m still doing a lighter version of the course. Really unexpected and really really good!,5
Originally I was going to do this in the UK  but it worked out cheaper and much better to hop on a plane and do it in Thailand because this type of thing is really expensive in western countries. I was very much impressed by the level of professionalism among the staff and team  as well as the facility itself  which was outstanding  one thing I would like to note is while the food was very good  the menu when I was there was very confusing and difficult to use. I was told there would be a new menu which did finally appear  on my last day there. Still  just a small thing but one I wanted noted  overall I highly recommend traveling to Thailand for a health holiday as opposed to paying more and doing it in your home country.,4
TRX  HIIT  Kettlercise  Pilates  Muay Thai  Yoga  Boot Camp  CrossFit …even Zumba  I did it all at PhuketFit! Keep it up guys and special thanks to Liam and David!,5
Coming here with my girlfriend turned out to be one of the funnest things we’ve ever done together. I wasn’t sure if this was the anniversary she was looking for  but we had both previously agreed to lose ten pounds and get in healthy shape — and neither of us had taken any steps to do that. So I plotted by myself hehe to get us to a place where we’d feel motivated and inspired to achieve this goal  while also having a fun and relaxing holiday in Phuket (which we both love by the way!). Okay so first day and we’re looking at each other like okay-hope-we-know-what-we’re-getting-ourselves-in-to because this place is detailed with specific programs designed and customised to each specific person with their specific body type  specific wants and needs and everything else. It was a little bit of a surprise but we both just jumped in and our motivation levels were immediately ramped up high! By the second day all we could think about was the program and making the most out of this truly amazing experience of finally having everything perfectly setup to achieve our goals. We had the help  the support  the diet  the training  the environment  all that we ever needed — and did I mention that EVERYTHING is personalised to you  so it’s not like you just get put on some generic program  it was different person to person based on a number of different things and using some pretty advanced metrics and calculations. Really blew us away and by the last day  we were looking at each other like we were seeing each other for the first time  we’re in so much better shape. It also brought us closer together than ever before and in such a romantic location  it was just what we both needed. Thank you!,5
My girlfriend  Katey  and I stayed here for just over 3 weeks for a detox holiday in Phuket. We have done detoxes in other places in Thailand like in Chiang Mai and also Hua Hin  and this time we wanted to try something a little difference. You see the major difference between the detox provided at PhuketFit and others that we have seen and tried  is that there is so much more to it. In every other place we know of  a detox is very simple and pretty much involves doing some cleanses and then sitting around for most of the day  sure there may be a sauna for half an hour and a massage  a bit of Yoga maybe  but generally not much to do. While at PhuketFit there’s a series of different cleanses like liver cleansing  follower by cleansing the gut and colon  and many more  combined with Yoga classes  Pilates classes  other fun fitness classes  a fully equipped fitness gym  delicious raw food if you choose a raw cleanse  herbal sauna  shuttle to all the local beaches  oil massages  therapy sessions  swimming pool  personal coaching  and on and on. It’s a full program start to finish and left us both feeling like we’d completely renewed both our minds and bodies. If you want to detox in Thailand  try this place!,5
Because I work freelance in IT I spend a little too much time sitting down then is good for me. That’s why I try to visit this retreat for at least two weeks each year for a complete rejuvenation process involving detoxification  cleansing  healthy eating  fitness classes  Yoga and a nice big helping of rest and relaxation.,5
Had a really great time on the weight loss program here and have been receiving LOADS of compliments from all my family and friends since I’ve returned home. My body is in much better shape  everyone’s saying I look amazing and I definitely feel it  too!,5
Did a fitness retreat over a 28 day period and very pleased with the results. Completely shed the fat off my stomach and added some lean muscle tone too  everyone’s saying I’m looking great! Most of all I feel completely fresh now  and since I’ve been back I’ve been really focused on my work and in the zone. Great experience  will return for at least 2 weeks next year.,5
Really enjoyed my time and wanted say a big thank you to all the team at PhuketFit  you really made my holiday!,5
Stayed here for a week with a friend to do a full fitness overhaul and take some time to think about what we want to do with our future and the rest of our lives. They just employed a new trainer called David from NZ who ran some really awesome fitness sessions doing cutting edge stuff I haven’t even seen before  and I like to think I know about this stuff. After researching these methods I was really impressed by the spin of HIIT  TRX combined with more traditional training for stretching like Pilates and Yoga. The facility is modern inside  traditional Thai outside  with high end machines  and equipment  really forgot I was in Thailand when I saw all the fitness trainers were from western countries and all highly educated and trained in their field. Thought we’d go for some simple fitness trained  shocked by the level of professionalism and results we got from our programs.,5
While I wouldn’t say the retreat is perfect  it is very good at helping people lose weight in a surprisingly short period of time. For example  a woman I met had spent 28 days on the weight loss program at Phuket Fit and lost a massive 18 kilo’s  she had a lot to lose of course and still had a lot more to go  but it was amazing and very motivational to see and hear these successes first hand. Another person I met  Paul  a 42 year old accountant from the UK  lost 5 kilo’s inside of one week and I literally witnessed the whole thing  what shocked me about this case is that he didn’t even have much weight to lose  just a beer belly I guess  and by the end I would describe him as being in very good shape. I did the 14 day program myself and lost 6 kilo’s  I think I could have lost more had I really stuck to the program all the way through  but it was my first time in Thailand and I went off a bit here and there  it was holiday for me after all and I thoroughly enjoyed it. The only things that weren’t great was that when I first checked in the first two nights a dog barked outside until late and because I was jet lagged  etc  it was very annoying. However  after that the dog was no where to be found and I slept like a baby for my remaining time there. Another thing was they were completing a building job at the back of the retreat  it was the final stages so it wasn’t noisy or anything  but it was a bit of a building site back there and  I know  can’t be helped but maybe some kind of temporary divider so it would be completely out of site for guests  but that’s all can really say for the negative  and the results everyone was getting from their programs more than made up for the minor issues. Definitely worth going and will certainly be back again soon.,4
PhuketFit has a special place in my heart because my boyfriend and I have now spent three really special health holidays together here  you’re team have got it right  keep it up and we’ll be back again and again and again  special thank you to Liam!,5
Travelled all the way from France to enrol in their weight loss management program because this retreat came highly recommended by a good friend  and colleague  of mine. Very professional retreat and I must say surprised by the continual help and support I received throughout my entire time there. In fact  even now I have completed my program and very pleased by the results  I am still receiving information to help me continue on my new found path in my everyday life. Recommended.,5
What I loved the most was the attention to detail  my entire program was planned out and personalized to me  including exactly what training to do to get the best results  my specific diet and everything else in between. Really very impressive.,5
Just got back  had a really great time  loved the training  adored the food  and will definitely be back again soon!,5
Pros: loads of support  awesome facility  delicious food  friendly staff and motivational trainers. Cons: our bungalow was rather basic  would have liked the shuttle bus to have gone to more places  more night activities needed. Overall: we really loved our stay and got great results from our programs.,4
I had a fabulous time and wanted to share a little of my experience. I loved the food  it was simply delicious  all kinds of healthy ingredients  like mung beans  chai seeds  fresh salmon  cooked with healthy oils and prepared with organic seasonings. My coach was amazing; he helped me plan my exercise program and kept track of all my data  like body fat percentage  water retention and even how much muscle to fat ratio I had. The whole experience was really impressive. Excellent Services. Keep it up.,5
This has been my third time at PhuketFit and again I've really enjoyed it. Some of the trainers have changed since last time which was fun for me because the style of classes were different from my last visit. The detox was great as always and I really liked the level of detail I got from the program results.,4
